timestamp,ip,playerCount,data,hora,minuto,dia_da_semana,final_de_semana,var_jogadores,pct_var_jogadores,media_movel_10,media_movel_30,desvio_movel_30,total_jogadores,proporcao_rede,flag_pico,queda_abrupta,recuperacao,periodo_dia,intervalo_segundos,server_id,servidor_hora
2021-08-01 00:22:19.441,play.timolia.de,,2021-08-01,0,22,Sunday,1,,0.0,58.22222222222222,58.2962962962963,0.541707756495627,97462.0,,0,0,0,Madrugada,3.001,5,play.timolia.de_0
2021-08-01 00:22:22.442,play.timolia.de,,2021-08-01,0,22,Sunday,1,,0.0,58.25,58.34615384615385,0.4851645240378334,97458.0,,0,0,0,Madrugada,3.001,5,play.timolia.de_0
2021-08-01 00:22:31.445,play.wynncraft.com,,2021-08-01,0,22,Sunday,1,,0.0,1371.625,1371.571428571429,2.1331349114223577,96132.0,,0,0,0,Madrugada,3.0,6,play.wynncraft.com_0
2021-08-01 00:22:52.453,play.wynncraft.com,,2021-08-01,0,22,Sunday,1,,0.0,1369.75,1371.6666666666667,2.0568833780348776,96113.0,,0,0,0,Madrugada,3.0,6,play.wynncraft.com_0
2021-08-01 00:23:01.456,play.wynncraft.com,,2021-08-01,0,23,Sunday,1,,0.0,1369.625,1371.7307692307693,2.0699312511977657,96141.0,,0,0,0,Madrugada,3.0,6,play.wynncraft.com_0
2021-08-01 00:23:10.459,play.timolia.de,,2021-08-01,0,23,Sunday,1,,0.0,56.44444444444444,57.74074074074074,1.0951850069419446,97442.0,,0,0,0,Madrugada,3.001,5,play.timolia.de_0
2021-08-01 00:23:13.459,play.timolia.de,,2021-08-01,0,23,Sunday,1,,0.0,56.25,57.69230769230769,1.0869859527789207,97429.0,,0,0,0,Madrugada,3.0,5,play.timolia.de_0
2021-08-01 00:23:16.459,play.wynncraft.com,,2021-08-01,0,23,Sunday,1,,0.0,1368.2857142857142,1370.72,2.4069344264860386,96118.0,,0,0,0,Madrugada,3.0,6,play.wynncraft.com_0
2021-08-01 00:23:28.464,play.wynncraft.com,,2021-08-01,0,23,Sunday,1,,0.0,1367.7142857142858,1369.8333333333333,2.03590951083364,96146.0,,0,0,0,Madrugada,3.002,6,play.wynncraft.com_0
2021-08-01 00:23:31.465,play.wynncraft.com,,2021-08-01,0,23,Sunday,1,,0.0,1367.7142857142858,1369.7391304347825,2.027479207497037,96137.0,,0,0,0,Madrugada,3.001,6,play.wynncraft.com_0
2021-08-01 00:24:01.474,play.wynncraft.com,,2021-08-01,0,24,Sunday,1,,0.0,1368.111111111111,1368.5,1.1420804814695154,96113.0,,0,0,0,Madrugada,3.0,6,play.wynncraft.com_0
2021-08-01 00:24:01.474,play.timolia.de,,2021-08-01,0,24,Sunday,1,,0.0,55.0,55.851851851851855,1.2920973916527771,96113.0,,0,0,0,Madrugada,3.0,5,play.timolia.de_0
2021-08-01 00:24:04.475,play.timolia.de,,2021-08-01,0,24,Sunday,1,,0.0,55.0,55.73076923076923,1.150919364949447,97470.0,,0,0,0,Madrugada,3.001,5,play.timolia.de_0
2021-08-01 00:24:46.484,play.wynncraft.com,,2021-08-01,0,24,Sunday,1,,0.0,1363.7777777777778,1365.8076923076924,2.561550011533848,96170.0,,0,0,0,Madrugada,3.0,6,play.wynncraft.com_0
2021-08-01 00:24:52.486,play.timolia.de,,2021-08-01,0,24,Sunday,1,,0.0,56.333333333333336,56.03703703703704,1.2241631829849058,97474.0,,0,0,0,Madrugada,3.001,5,play.timolia.de_0
